x,v
10.000000,-0.009500
10.000000,-0.009600
10.000000,-0.009700
10.000000,-0.009800
10.000000,-0.009900
10.000000,-0.010000
10.000000,-0.010100
10.000000,-0.010200
10.000000,-0.010300
10.000000,-0.010400
10.000000,-0.010500
10.000000,-0.010600
10.000000,-0.010700
10.000000,-0.010800
10.000000,-0.010900
10.000000,-0.011000
10.000000,-0.011100
10.000000,-0.011200
10.000000,-0.011300
10.000000,-0.011400
10.000000,-0.011500
10.000000,-0.011600
10.000000,-0.011700
10.000000,-0.011800
10.000000,-0.011900
10.000000,-0.012000
10.000000,-0.012100
10.000000,-0.012200
10.000000,-0.012300
10.000000,-0.012400
10.000000,-0.012500
10.000000,-0.012600
10.000000,-0.012700
10.000000,-0.012800
10.000000,-0.012900
10.000000,-0.013000
10.000000,-0.013100
10.000000,-0.013200
10.000000,-0.013300
10.000000,-0.013400
10.000000,-0.013500
10.000000,-0.013600
10.000000,-0.013700
10.000000,-0.013800
10.000000,-0.013900
10.000000,-0.014000
10.000000,-0.014100
10.000000,-0.014200
10.000000,-0.014300
10.000000,-0.014400
10.000000,-0.014500
10.000000,-0.014600
10.000000,-0.014700
10.000000,-0.014800
10.000000,-0.014900
10.000000,-0.015000
10.000000,-0.015100
10.000000,-0.015200
10.000000,-0.015300
10.000000,-0.015400
10.000000,-0.015500
10.000000,-0.015600
10.000000,-0.015700
10.000000,-0.015800
10.000000,-0.015900
10.000000,-0.016000
10.000000,-0.016100
10.000000,-0.016200
10.000000,-0.016300
10.000000,-0.016400
10.000000,-0.016500
10.000000,-0.016600
10.000000,-0.016700
10.000000,-0.016800
10.000000,-0.016900
10.000000,-0.017000
10.000000,-0.017100
10.000000,-0.017200
10.000000,-0.017300
10.000000,-0.017400
10.000000,-0.017500
10.000000,-0.017600
10.000000,-0.017700
10.000000,-0.017800
10.000000,-0.017900
10.000000,-0.018000
10.000000,-0.018100
10.000000,-0.018200
10.000000,-0.018300
10.000000,-0.018400
10.000000,-0.018500
10.000000,-0.018600
10.000000,-0.018700
10.000000,-0.018800
10.000000,-0.018900
10.000000,-0.019000
10.000000,-0.019100
10.000000,-0.019200
10.000000,-0.019300
10.000000,-0.019400
10.000000,-0.019500
10.000000,-0.019600
10.000000,-0.019700
10.000000,-0.019800
10.000000,-0.019900
10.000000,-0.020000
10.000000,-0.020100
10.000000,-0.020200
10.000000,-0.020300
10.000000,-0.020400
10.000000,-0.020500
10.000000,-0.020600
10.000000,-0.020700
10.000000,-0.020800
10.000000,-0.020900
10.000000,-0.021000
10.000000,-0.021100
10.000000,-0.021200
10.000000,-0.021300
10.000000,-0.021400
10.000000,-0.021500
10.000000,-0.021600
10.000000,-0.021700
10.000000,-0.021800
10.000000,-0.021900
10.000000,-0.022000
10.000000,-0.022100
10.000000,-0.022200
10.000000,-0.022300
10.000000,-0.022400
10.000000,-0.022500
10.000000,-0.022600
10.000000,-0.022700
10.000000,-0.022800
10.000000,-0.022900
10.000000,-0.023000
10.000000,-0.023100
10.000000,-0.023200
10.000000,-0.023300
10.000000,-0.023400
10.000000,-0.023500
10.000000,-0.023600
10.000000,-0.023700
10.000000,-0.023800
10.000000,-0.023900
10.000000,-0.024000
10.000000,-0.024100
10.000000,-0.024200
10.000000,-0.024300
10.000000,-0.024400
10.000000,-0.024500
10.000000,-0.024600
10.000000,-0.024700
10.000000,-0.024800
10.000000,-0.024900
10.000000,-0.025000
10.000000,-0.025100
10.000000,-0.025200
10.000000,-0.025300
10.000000,-0.025400
10.000000,-0.025500
10.000000,-0.025600
10.000000,-0.025700
10.000000,-0.025800
10.000000,-0.025900
10.000000,-0.026000
10.000000,-0.026100
10.000000,-0.026200
10.000000,-0.026300
10.000000,-0.026400
10.000000,-0.026500
10.000000,-0.026600
10.000000,-0.026700
10.000000,-0.026800
10.000000,-0.026900
10.000000,-0.027000
10.000000,-0.027100
10.000000,-0.027200
10.000000,-0.027300
10.000000,-0.027400
10.000000,-0.027500
10.000000,-0.027600
10.000000,-0.027700
10.000000,-0.027800
10.000000,-0.027900
10.000000,-0.028000
10.000000,-0.028100
10.000000,-0.028200
10.000000,-0.028300
10.000000,-0.028400
10.000000,-0.028500
10.000000,-0.028600
10.000000,-0.028700
10.000000,-0.028800
10.000000,-0.028900
10.000000,-0.029000
10.000000,-0.029100
10.000000,-0.029200
10.000000,-0.029300
10.000000,-0.029400
10.000000,-0.029500
10.000000,-0.029600
10.000000,-0.029700
10.000000,-0.029800
10.000000,-0.029900
10.000000,-0.030000
10.000000,-0.030100
10.000000,-0.030200
10.000000,-0.030300
10.000000,-0.030400
10.000000,-0.030500
10.000000,-0.030600
10.000000,-0.030700
10.000000,-0.030800
10.000000,-0.030900
10.000000,-0.031000
10.000000,-0.031100
10.000000,-0.031200
10.000000,-0.031300
10.000000,-0.031400
10.000000,-0.031500
10.000000,-0.031600
10.000000,-0.031700
10.000000,-0.031800
10.000000,-0.031900
10.000000,-0.032000
10.000000,-0.032100
10.000000,-0.032200
10.000000,-0.032300
10.000000,-0.032400
10.000000,-0.032500
10.000000,-0.032600
10.000000,-0.032700
10.000000,-0.032800
10.000000,-0.032900
10.000000,-0.033000
10.000000,-0.033100
10.000000,-0.033200
10.000000,-0.033300
10.000000,-0.033400
10.000000,-0.033500
10.000000,-0.033600
10.000000,-0.033700
10.000000,-0.033800
10.000000,-0.033900
10.000000,-0.034000
10.000000,-0.034100
10.000000,-0.034200
10.000000,-0.034300
10.000000,-0.034400
10.000000,-0.034500
10.000000,-0.034600
10.000000,-0.034700
10.000000,-0.034800
10.000000,-0.034900
10.000000,-0.035000
10.000000,-0.035100
10.000000,-0.035200
10.000000,-0.035300
10.000000,-0.035400
10.000000,-0.035500
10.000000,-0.035600
10.000000,-0.035700
10.000000,-0.035800
10.000000,-0.035900
10.000000,-0.036000
10.000000,-0.036100
10.000000,-0.036200
10.000000,-0.036300
10.000000,-0.036400
10.000000,-0.036500
10.000000,-0.036600
10.000000,-0.036700
10.000000,-0.036800
10.000000,-0.036900
10.000000,-0.037000
10.000000,-0.037100
10.000000,-0.037200
10.000000,-0.037300
10.000000,-0.037400
10.000000,-0.037500
10.000000,-0.037600
10.000000,-0.037700
10.000000,-0.037800
10.000000,-0.037900
10.000000,-0.038000
10.000000,-0.038100
10.000000,-0.038200
10.000000,-0.038300
10.000000,-0.038400
10.000000,-0.038500
10.000000,-0.038600
10.000000,-0.038700
10.000000,-0.038800
10.000000,-0.038900
10.000000,-0.039000
10.000000,-0.039100
10.000000,-0.039200
10.000000,-0.039300
10.000000,-0.039400
10.000000,-0.039500
10.000000,-0.039600
10.000000,-0.039700
10.000000,-0.039800
10.000000,-0.039900
10.000000,-0.040000
10.000000,-0.040100
10.000000,-0.040200
10.000000,-0.040300
10.000000,-0.040400
10.000000,-0.040500
10.000000,-0.040600
10.000000,-0.040700
10.000000,-0.040800
10.000000,-0.040900
10.000000,-0.041000
10.000000,-0.041100
10.000000,-0.041200
10.000000,-0.041300
10.000000,-0.041400
10.000000,-0.041500
10.000000,-0.041600
10.000000,-0.041700
10.000000,-0.041800
10.000000,-0.041900
10.000000,-0.042000
10.000000,-0.042100
10.000000,-0.042200
10.000000,-0.042300
10.000000,-0.042400
10.000000,-0.042500
10.000000,-0.042600
10.000000,-0.042700
10.000000,-0.042800
10.000000,-0.042900
10.000000,-0.043000
10.000000,-0.043100
10.000000,-0.043200
10.000000,-0.043300
10.000000,-0.043400
10.000000,-0.043500
10.000000,-0.043600
10.000000,-0.043700
10.000000,-0.043800
10.000000,-0.043900
10.000000,-0.044000
10.000000,-0.044100
10.000000,-0.044200
10.000000,-0.044300
10.000000,-0.044400
10.000000,-0.044500
10.000000,-0.044600
10.000000,-0.044700
10.000000,-0.044800
10.000000,-0.044900
10.000000,-0.045000
10.000000,-0.045100
10.000000,-0.045200
10.000000,-0.045300
10.000000,-0.045400
10.000000,-0.045500
10.000000,-0.045600
10.000000,-0.045700
10.000000,-0.045800
10.000000,-0.045900
10.000000,-0.046000
10.000000,-0.046100
10.000000,-0.046200
10.000000,-0.046300
10.000000,-0.046400
10.000000,-0.046500
10.000000,-0.046600
10.000000,-0.046700
10.000000,-0.046800
10.000000,-0.046900
10.000000,-0.047000
10.000000,-0.047100
10.000000,-0.047200
10.000000,-0.047300
10.000000,-0.047400
10.000000,-0.047500
10.000000,-0.047600
10.000000,-0.047700
10.000000,-0.047800
10.000000,-0.047900
10.000000,-0.048000
10.000000,-0.048100
10.000000,-0.048200
10.000000,-0.048300
10.000000,-0.048400
10.000000,-0.048500
10.000000,-0.048600
10.000000,-0.048700
10.000000,-0.048800
10.000000,-0.048900
10.000000,-0.049000
10.000000,-0.049100
10.000000,-0.049200
10.000000,-0.049300
10.000000,-0.049400
10.000000,-0.049500
10.000000,-0.049600
10.000000,-0.049700
10.000000,-0.049800
10.000000,-0.049900
10.000000,-0.050000
10.000000,-0.050100
10.000000,-0.050200
10.000000,-0.050300
10.000000,-0.050400
10.000000,-0.050500
10.000000,-0.050600
10.000000,-0.050700
10.000000,-0.050800
10.000000,-0.050900
10.000000,-0.051000
10.000000,-0.051100
10.000000,-0.051200
10.000000,-0.051300
10.000000,-0.051400
10.000000,-0.051500
10.000000,-0.051600
10.000000,-0.051700
10.000000,-0.051800
10.000000,-0.051900
10.000000,-0.052000
10.000000,-0.052100
10.000000,-0.052200
10.000000,-0.052300
10.000000,-0.052400
10.000000,-0.052500
10.000000,-0.052600
10.000000,-0.052700
10.000000,-0.052800
10.000000,-0.052900
10.000000,-0.053000
10.000000,-0.053100
10.000000,-0.053200
10.000000,-0.053300
10.000000,-0.053400
10.000000,-0.053500
10.000000,-0.053600
10.000000,-0.053700
10.000000,-0.053800
10.000000,-0.053900
10.000000,-0.054000
10.000000,-0.054100
10.000000,-0.054200
10.000000,-0.054300
10.000000,-0.054400
10.000000,-0.054500
10.000000,-0.054600
10.000000,-0.054700
10.000000,-0.054800
10.000000,-0.054900
10.000000,-0.055000
10.000000,-0.055100
10.000000,-0.055200
10.000000,-0.055300
10.000000,-0.055400
10.000000,-0.055500
10.000000,-0.055600
10.000000,-0.055700
10.000000,-0.055800
10.000000,-0.055900
10.000000,-0.056000
10.000000,-0.056100
10.000000,-0.056200
10.000000,-0.056300
10.000000,-0.056400
10.000000,-0.056500
10.000000,-0.056600
10.000000,-0.056700
10.000000,-0.056800
10.000000,-0.056900
10.000000,-0.057000
10.000000,-0.057100
10.000000,-0.057200
10.000000,-0.057300
10.000000,-0.057400
10.000000,-0.057500
10.000000,-0.057600
10.000000,-0.057700
10.000000,-0.057800
10.000000,-0.057900
10.000000,-0.058000
10.000000,-0.058100
10.000000,-0.058200
10.000000,-0.058300
10.000000,-0.058400
10.000000,-0.058500
10.000000,-0.058600
10.000000,-0.058700
10.000000,-0.058800
10.000000,-0.058900
10.000000,-0.059000
10.000000,-0.059100
10.000000,-0.059200
10.000000,-0.059300
10.000000,-0.059400
10.000000,-0.059500
10.000000,-0.059600
10.000000,-0.059700
10.000000,-0.059800
10.000000,-0.059900
10.000000,-0.060000
10.000000,-0.060100
10.000000,-0.060200
10.000000,-0.060300
10.000000,-0.060400
10.000000,-0.060500
10.000000,-0.060600
10.000000,-0.060700
10.000000,-0.060800
10.000000,-0.060900
10.000000,-0.061000
10.000000,-0.061100
10.000000,-0.061200
10.000000,-0.061300
10.000000,-0.061400
10.000000,-0.061500
10.000000,-0.061600
10.000000,-0.061700
10.000000,-0.061800
10.000000,-0.061900
10.000000,-0.062000
10.000000,-0.062100
10.000000,-0.062200
10.000000,-0.062300
10.000000,-0.062400
10.000000,-0.062500
10.000000,-0.062600
10.000000,-0.062700
10.000000,-0.062800
10.000000,-0.062900
10.000000,-0.063000
10.000000,-0.063100
10.000000,-0.063200
10.000000,-0.063300
10.000000,-0.063400
10.000000,-0.063500
10.000000,-0.063600
10.000000,-0.063700
10.000000,-0.063800
10.000000,-0.063900
10.000000,-0.064000
10.000000,-0.064100
10.000000,-0.064200
10.000000,-0.064300
10.000000,-0.064400
10.000000,-0.064500
10.000000,-0.064600
10.000000,-0.064700
10.000000,-0.064800
10.000000,-0.064900
10.000000,-0.065000
10.000000,-0.065100
10.000000,-0.065200
10.000000,-0.065300
10.000000,-0.065400
10.000000,-0.065500
10.000000,-0.065600
10.000000,-0.065700
10.000000,-0.065800
10.000000,-0.065900
10.000000,-0.066000
10.000000,-0.066100
10.000000,-0.066200
10.000000,-0.066300
10.000000,-0.066400
10.000000,-0.066500
10.000000,-0.066600
10.000000,-0.066700
10.000000,-0.066800
10.000000,-0.066900
10.000000,-0.067000
10.000000,-0.067100
10.000000,-0.067200
10.000000,-0.067300
10.000000,-0.067400
10.000000,-0.067500
10.000000,-0.067600
10.000000,-0.067700
10.000000,-0.067800
10.000000,-0.067900
10.000000,-0.068000
10.000000,-0.068100
10.000000,-0.068200
10.000000,-0.068300
10.000000,-0.068400
10.000000,-0.068500
10.000000,-0.068600
10.000000,-0.068700
10.000000,-0.068800
10.000000,-0.068900
10.000000,-0.069000
10.000000,-0.069100
10.000000,-0.069200
10.000000,-0.069300
10.000000,-0.069400
10.000000,-0.069500
10.000000,-0.069600
10.000000,-0.069700
10.000000,-0.069800
10.000000,-0.069900
10.000000,-0.070000
10.000000,-0.070100
10.000000,-0.070200
10.000000,-0.070300
10.000000,-0.070400
10.000000,-0.070500
10.000000,-0.070600
10.000000,-0.070700
10.000000,-0.070800
10.000000,-0.070900
10.000000,-0.071000
10.000000,-0.071100
10.000000,-0.071200
10.000000,-0.071300
10.000000,-0.071400
10.000000,-0.071500
10.000000,-0.071600
10.000000,-0.071700
10.000000,-0.071800
10.000000,-0.071900
10.000000,-0.072000
10.000000,-0.072100
10.000000,-0.072200
10.000000,-0.072300
10.000000,-0.072400
10.000000,-0.072500
10.000000,-0.072600
10.000000,-0.072700
10.000000,-0.072800
10.000000,-0.072900
10.000000,-0.073000
10.000000,-0.073100
10.000000,-0.073200
10.000000,-0.073300
10.000000,-0.073400
10.000000,-0.073500
10.000000,-0.073600
10.000000,-0.073700
10.000000,-0.073800
10.000000,-0.073900
10.000000,-0.074000
10.000000,-0.074100
10.000000,-0.074200
10.000000,-0.074300
10.000000,-0.074400
10.000000,-0.074500
10.000000,-0.074600
10.000000,-0.074700
10.000000,-0.074800
10.000000,-0.074900
10.000000,-0.075000
10.000000,-0.075100
10.000000,-0.075200
10.000000,-0.075300
10.000000,-0.075400
10.000000,-0.075500
10.000000,-0.075600
10.000000,-0.075700
10.000000,-0.075800
10.000000,-0.075900
10.000000,-0.076000
10.000000,-0.076100
10.000000,-0.076200
10.000000,-0.076300
10.000000,-0.076400
10.000000,-0.076500
10.000000,-0.076600
10.000000,-0.076700
10.000000,-0.076800
10.000000,-0.076900
10.000000,-0.077000
10.000000,-0.077100
10.000000,-0.077200
10.000000,-0.077300
10.000000,-0.077400
10.000000,-0.077500
10.000000,-0.077600
10.000000,-0.077700
10.000000,-0.077800
10.000000,-0.077900
10.000000,-0.078000
10.000000,-0.078100
10.000000,-0.078200
10.000000,-0.078300
10.000000,-0.078400
10.000000,-0.078500
10.000000,-0.078600
10.000000,-0.078700
10.000000,-0.078800
10.000000,-0.078900
10.000000,-0.079000
10.000000,-0.079100
10.000000,-0.079200
10.000000,-0.079300
10.000000,-0.079400
10.000000,-0.079500
10.000000,-0.079600
10.000000,-0.079700
10.000000,-0.079800
10.000000,-0.079900
10.000000,-0.080000
10.000000,-0.080100
10.000000,-0.080200
10.000000,-0.080300
10.000000,-0.080400
10.000000,-0.080500
10.000000,-0.080600
10.000000,-0.080700
10.000000,-0.080800
10.000000,-0.080900
10.000000,-0.081000
10.000000,-0.081100
10.000000,-0.081200
10.000000,-0.081300
10.000000,-0.081400
10.000000,-0.081500
10.000000,-0.081600
10.000000,-0.081700
10.000000,-0.081800
10.000000,-0.081900
10.000000,-0.082000
10.000000,-0.082100
10.000000,-0.082200
10.000000,-0.082300
10.000000,-0.082400
10.000000,-0.082500
10.000000,-0.082600
10.000000,-0.082700
10.000000,-0.082800
10.000000,-0.082900
10.000000,-0.083000
10.000000,-0.083100
10.000000,-0.083200
10.000000,-0.083300
10.000000,-0.083400
10.000000,-0.083500
10.000000,-0.083600
10.000000,-0.083700
10.000000,-0.083800
10.000000,-0.083900
10.000000,-0.084000
10.000000,-0.084100
10.000000,-0.084200
10.000000,-0.084300
10.000000,-0.084400
10.000000,-0.084500
10.000000,-0.084600
10.000000,-0.084700
10.000000,-0.084800
10.000000,-0.084900
10.000000,-0.085000
10.000000,-0.085100
10.000000,-0.085200
10.000000,-0.085300
10.000000,-0.085400
10.000000,-0.085500
10.000000,-0.085600
10.000000,-0.085700
10.000000,-0.085800
10.000000,-0.085900
10.000000,-0.086000
10.000000,-0.086100
10.000000,-0.086200
10.000000,-0.086300
10.000000,-0.086400
10.000000,-0.086500
10.000000,-0.086600
10.000000,-0.086700
10.000000,-0.086800
10.000000,-0.086900
10.000000,-0.087000
10.000000,-0.087100
10.000000,-0.087200
10.000000,-0.087300
10.000000,-0.087400
10.000000,-0.087500
10.000000,-0.087600
10.000000,-0.087700
10.000000,-0.087800
10.000000,-0.087900
10.000000,-0.088000
10.000000,-0.088100
10.000000,-0.088200
10.000000,-0.088300
10.000000,-0.088400
10.000000,-0.088500
10.000000,-0.088600
10.000000,-0.088700
10.000000,-0.088800
10.000000,-0.088900
10.000000,-0.089000
10.000000,-0.089100
10.000000,-0.089200
10.000000,-0.089300
10.000000,-0.089400
10.000000,-0.089500
10.000000,-0.089600
10.000000,-0.089700
10.000000,-0.089800
10.000000,-0.089900
10.000000,-0.090000
10.000000,-0.090100
10.000000,-0.090200
10.000000,-0.090300
10.000000,-0.090400
10.000000,-0.090500
10.000000,-0.090600
10.000000,-0.090700
10.000000,-0.090800
10.000000,-0.090900
10.000000,-0.091000
10.000000,-0.091100
10.000000,-0.091200
10.000000,-0.091300
10.000000,-0.091400
10.000000,-0.091500
10.000000,-0.091600
10.000000,-0.091700
10.000000,-0.091800
10.000000,-0.091900
10.000000,-0.092000
10.000000,-0.092100
10.000000,-0.092200
10.000000,-0.092300
10.000000,-0.092400
10.000000,-0.092500
10.000000,-0.092600
10.000000,-0.092700
10.000000,-0.092800
10.000000,-0.092900
10.000000,-0.093000
10.000000,-0.093100
10.000000,-0.093200
10.000000,-0.093300
10.000000,-0.093400
10.000000,-0.093500
10.000000,-0.093600
10.000000,-0.093700
10.000000,-0.093800
10.000000,-0.093900
10.000000,-0.094000
10.000000,-0.094100
10.000000,-0.094200
10.000000,-0.094300
10.000000,-0.094400
10.000000,-0.094500
10.000000,-0.094600
10.000000,-0.094700
10.000000,-0.094800
10.000000,-0.094900
10.000000,-0.095000
10.000000,-0.095100
10.000000,-0.095200
10.000000,-0.095300
10.000000,-0.095400
10.000000,-0.095500
10.000000,-0.095600
10.000000,-0.095700
10.000000,-0.095800
10.000000,-0.095900
10.000000,-0.096000
10.000000,-0.096100
10.000000,-0.096200
10.000000,-0.096300
10.000000,-0.096400
10.000000,-0.096500
10.000000,-0.096600
10.000000,-0.096700
10.000000,-0.096800
10.000000,-0.096900
10.000000,-0.097000
10.000000,-0.097100
10.000000,-0.097200
10.000000,-0.097300
10.000000,-0.097400
10.000000,-0.097500
10.000000,-0.097600
10.000000,-0.097700
10.000000,-0.097800
10.000000,-0.097900
10.000000,-0.098000
10.000000,-0.098100
10.000000,-0.098200
10.000000,-0.098300
10.000000,-0.098400
10.000000,-0.098500
10.000000,-0.098600
10.000000,-0.098700
10.000000,-0.098800
10.000000,-0.098900
10.000000,-0.099000
10.000000,-0.099100
10.000000,-0.099200
10.000000,-0.099300
10.000000,-0.099400
10.000000,-0.099500
10.000000,-0.099600
10.000000,-0.099700
10.000000,-0.099800
10.000000,-0.099900
